ID	Abstract
1895	â€˘Sudden cardiac arrest can be a form of carboplatin hypersensitivity reaction.â€˘Platinum retreatment and cumulative cycles of â‰ĄÂ 8 are risk factors.â€˘Awareness of the reaction related to carboplatin infusion is necessary.â€˘Successful resuscitation with high quality CPR is achievable with trained staffs. 
1896	Autophagy is an evolutionarily conserved intracellular catabolic process that is essential for cellular housekeeping and nutrient homeostasis. Recently, we provided evidence that thyroid hormone (TH) is a major inducer of autophagy in mammalian cells. Here, we describe a method for detecting TH-induced autophagic flux in hepatic, muscle, and brown adipocyte cells using lysosomal inhibitor bafilomycin A1 (BafA1) and conventional Western blot techniques. 
1897	The pharmacokinetic profiles of florfenicol (FF) or florfenicol amine (FFA) in crucian carp were compared at different water temperatures after single intramuscular administration of FF at 10Â mg/kg bodyweight. The concentrations of FF and FFA were determined by a high-performance liquid chromatography method, and then, the concentration versus time data were subjected to compartmental analysis using a one-compartment open model. At the water temperatures of 10, 20, and 25Â°C, the peak concentrations (C 
1898	Postoperative delirium is common in elderly patients. It increases mortality, duration of hospital stay, promotes disability, reduces the quality of life and independence. In this review, we summarize the scientific literature on epidemiology, assessment, pathogenesis, prophylaxis and treatment of deliriumfollowed after orthopedic surgery. 
1899	Reporter viruses provide a powerful tool to study infection, yet incorporating a nonessential gene often results in virus attenuation and genetic instability. Here, we used directed evolution of a luciferase-expressing pandemic H1N1 (pH1N1) 2009 influenza A virus in mice to restore replication kinetics and virulence, increase the bioluminescence signal, and maintain reporter gene expression. An unadapted pH1N1 virus with  
1900	Recent several studies indicated that a more restrictive dietary intake guideline for cadmium should be made for sufficient health protection. In the present study, we showed the references level of food cadmium intake (FCd) and total cadmium intake (TCd) for renal dysfunction by using benchmark dose (BMD) approach. 342 subjects living in a control and a cadmium polluted area were included in this study. The FCd, TCd and cadmium in urine (UCd) and blood (BCd) were calculated or determined. Urinary Î˛ 
1901	Acute leukemias in children with CR3, refractory relapse, or induction failure (IF) have a poor prognosis. Clofarabine has single agent activity in relapsed leukemia and synergy with cytarabine. We sought to determine the safety and overall survival in a Phase I/II trial of conditioning with clofarabine (doses 40â€‰-â€‰52â€‰mg/m 
1902	"This article describes the effects of extracts of several plants collected in Sri Lanka on the cell number of human skin fibroblasts. This study especially focuses on the plants traditionally used in indigenous systems of medicine in Sri Lanka, such as Ayurveda, as described below (English name, ""local name in Sri Lanka,"" scientific name). Bougainvillea plant, ""bouganvilla,""  "
1903	Extramedullary hematopoiesis (EMH) in the middle ear is exceedingly rare, with fewer than five cases reported. The authors report the first Thai case of middle ear EMH A 32-year-old Thai thalassemic man presented with complaint of right-sided hearing loss from a middle ear mass. The CT/MRI was done and the diagnosis of EMH was confirmed by a pathological examination after a surgical removal. A differential diagnosis of EMH should also be done in thalassemic patients presented with a middle ear mass. 
1904	Dose reduction in obese cancer patients has been replaced by fully weight-based dosing recommendations. No data, however, are available on the effects of dose reduction in obese stage III colon cancer patients undergoing adjuvant chemotherapy. Survival outcomes and toxicity data of obese (body mass index [BMI] â‰Ą30Â kg/m 13.4% (280 of 2094 patients) had a BMIÂ â‰ĄÂ 30Â kg/m Data support the recommendation of using fully dosed chemotherapy for the adjuvant treatment in obese patients with colon cancer. 
1905	The consequences of once-weekly rifapentine plus isoniazid for 3 months (3HP) against latent tuberculosis infections in hemodialysis patients have not been studied before. This is the first study to evaluate the safety and tolerability of 3HP in this population and revealed a completion rate of 65.4%. The therapy was not associated with hepatotoxicity, but with high rates of adverse events (69.2%). 
1906	Activating JAK2 point mutations are implicated in the pathogenesis of myeloid and lymphoid malignancies, including high-risk B-cell acute lymphoblastic leukemia (B-ALL). In preclinical studies, treatment of JAK2 mutant leukemias with type I JAK2 inhibitors (e.g., Food and Drug Administration [FDA]-approved ruxolitinib) provided limited single-agent responses, possibly due to paradoxical JAK2 
1907	Controlling the activity of tyrosinase, which plays an important role in melanin synthesis, is essential endeavor in the field of medicine, food, cosmetics, and agriculture. Baicalein is a widely available inhibitor of tyrosinase. The mechanism of this inhibition was studied through an integrated approach coupling enzyme kinetics, multiple types of spectroscopy and computational simulation. Baicalein conspicuously inhibited the diphenolase activity with an IC 
1908	The purpose of the present study was to determine the prevalence of dietary supplements (DS's) and sport nutrition product (SNPs) among the general population, to identify differences for gender, age, and exercise frequency, and to determine the main reasons for use. The study was designed as a web-based questionnaire in a representative sample ( 
1909	Important developments in chemotherapy for metastatic colorectal cancer over the last years are reviewed, with an emphasis on the most recently published data from clinical trials. The systematic review of current literature was conducted involving Pubmed Central 
1910	It is well described that numerous environmental factors, including exercise, modulate plasma volume (PV). These modulations prove problematic when a number of haematological markers are measured as a concentration in blood plasma. A primary example is haemoglobin concentration ([Hb]), a marker of erythropoiesis commonly used within medicine and also used to detect blood doping. Natural changes in PV can confound [Hb] values when a volume change is detected rather than a true change in haemoglobin mass (Hb 
1911	Suctioning to clear airway secretions is an important part of the nursing care for children with respiratory conditions. While the principles of safe suctioning are known widely, they are not closely adhered to. The adverse effects of suctioning can easily be overlooked to the detriment of the patient. Careful risk assessment and patient observation are needed to ensure that suctioning is performed only when necessary and the risks to the patient are minimised. 
